title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,location,tags,url
车公庄附近 东南田字格三居 采光好 低楼层 看房随时,550,万,75343元/㎡,3室1厅1卫,73,东南,低层(共6层),1995,车公庄大街北里,西城 车公庄 车公庄北里中路,东南 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/3389472168731655x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_38&from=from_esf_List_search&index=38
望京集中供暖交通便捷南向采光好 精装修 商圈成熟随时能看,700,万,68440元/㎡,2室1厅1卫,102.28,南,低层(共26层),2010,上京新航线,朝阳 望京 望京北路,南 热门小区 满五 房东急售,https://bj.58.com/ershoufang/3568549903342599x.shtml?auction=220&hpType=60&entry=102&position=39&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_39&from=from_esf_List_search&index=39
中铁花溪渡 高楼层视野无遮挡 双卫格局 有电梯 板楼 精装修,288,万,21839元/㎡,3室2厅2卫,131.88,南北,高层(共15层),2015,中铁花溪渡,顺义 马坡 顺兴街9号,南北 满五年 采光较好 人气热搜,https://bj.58.com/ershoufang/3048222159723528x.shtml?auction=201&hpType=60&entry=102&position=40&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_40&from=from_esf_List_search&index=40
258萬 五环精装现房 地铁100  一站可达草桥,312,万,35057元/㎡,2室2厅1卫,89,南北,,2026,首创禧悦兴城,大兴 观音寺 北京市大兴区地铁大兴新城站A口西侧约200米禧悦兴城,私密性好 厨卫全明 客餐厅相连 多轨交,https://bj.58.com/ershoufang/4282392767638542x.shtml?auction=220&hpType=60&entry=102&position=41&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_41&from=from_esf_List_search&index=41
抢好房！龙湖别墅区！边户四叶草户型！洋房！随时可看！,808,万,35904元/㎡,4室2厅3卫,225.05,南北,中层(共8层),2010,龙湖花盛香醍,通州 梨园 半壁店大街,南北 有电梯 采光较好,https://bj.58.com/ershoufang/3048248553022478x.shtml?auction=201&hpType=60&entry=102&position=42&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_42&from=from_esf_List_search&index=42
龙跃苑东二区客厅挑高3 ，南北通透大落地窗,270,万,26476元/㎡,3室1厅1卫,101.98,南北,高层(共6层),2008,龙跃苑(东二区),昌平 回龙观 良庄西街,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3699048327818253x.shtml?auction=201&hpType=60&entry=102&position=43&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_43&from=from_esf_List_search&index=43
五棵松玉泉路 南北通透全明格局两居，独立下水，采光无遮挡,498,万,62555元/㎡,2室2厅1卫,79.61,南北,低层(共6层),1999,玉海园五里,海淀 永定路 玉泉路8号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3048226492734474x.shtml?auction=201&hpType=60&entry=102&position=44&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_44&from=from_esf_List_search&index=44
2000年电梯楼有钥匙，全南向，我爱我家专属，不让绿中介卖,260,万,31704元/㎡,2室1厅1卫,82.01,南,中层(共30层),2000,宝隆公寓,丰台 科技园区 百强大道6号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4202955983544320x.shtml?auction=201&hpType=60&entry=102&position=45&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_45&from=from_esf_List_search&index=45
万年花城玫瑰碗(万年花城三期) 满五   商品住宅 商圈成熟,395,万,42773元/㎡,2室1厅1卫,92.35,东西,低层(共14层),2008,万年花城玫瑰碗(万年花城三期),丰台 玉泉营 芳菲路88号,东西 热门小区 近地铁 配套成熟,https://bj.58.com/ershoufang/4136874143149057x.shtml?auction=220&hpType=60&entry=102&position=46&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_46&from=from_esf_List_search&index=46
农科院   皂君东里（社科院宿舍） 南北三居 高楼层采光好,475,万,60665元/㎡,3室1厅1卫,78.3,南北,高层(共6层),1985,皂君东里,海淀 皂君庙 学院南路49号,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4329253689383942x.shtml?auction=201&hpType=60&entry=102&position=47&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_47&from=from_esf_List_search&index=47
新宫19号线4号线 两居室 南庭新苑南区,189,万,31867元/㎡,2室1厅1卫,59.31,南,高层(共16层),2009,南庭新苑南区,丰台 新宫 槐房西路,南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4032553042979843x.shtml?auction=201&hpType=60&entry=102&position=48&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_48&from=from_esf_List_search&index=48
此房急售  国贸双井 首城国际 地铁口 复式 租金高,205,万,32618元/㎡,2室1厅2卫,62.85,北,中层(共16层),2013,首城国际,朝阳 双井 广渠路36号,北 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/4018938777787396x.shtml?auction=201&hpType=60&entry=102&position=49&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_49&from=from_esf_List_search&index=49
着急卖。东二环 建外 嘉华世纪 南北向两居 双卫 看房随时,735,万,48071元/㎡,2室2厅2卫,152.9,南北,中层(共21层),2004,嘉华世纪,朝阳 建外大街 建国门外大街18号,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4286827015465995x.shtml?auction=201&hpType=60&entry=102&position=50&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_50&from=from_esf_List_search&index=50
清河阳光南里2室1厅,309,万,44461元/㎡,2室1厅1卫,69.5,南北,高层(共6层),1996,阳光南里,海淀 清河 清河二街72号,南北 满二年 近地铁 户型方正,https://bj.58.com/ershoufang/4234415244536840x.shtml?auction=201&hpType=60&entry=102&position=51&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_51&from=from_esf_List_search&index=51
业主诚意出售 订房了 价格优惠,399,万,61385元/㎡,1室1厅1卫,65,西南,低层(共28层),2001,万科星园,朝阳 奥林匹克公园 安立路,西南 热门小区 近地铁 新上小区,https://bj.58.com/ershoufang/4333218973245449x.shtml?auction=220&hpType=60&entry=102&position=52&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_52&from=from_esf_List_search&index=52
天通苑北 不临街东边户 全明户型  电梯洋房,265,万,29944元/㎡,2室2厅1卫,88.5,南北,低层(共8层),2014,金色漫香苑,昌平 北七家 天权路2号,南北 满五年 采光较好,https://bj.58.com/ershoufang/4309285242626056x.shtml?auction=201&hpType=60&entry=102&position=53&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_53&from=from_esf_List_search&index=53
北京香颂 东南向2居 双卧朝南 采光无遮挡 地铁望京西站,680,万,63552元/㎡,2室2厅1卫,107,东南,中层(共21层),2007,北京香颂,朝阳 望京 南湖西园南路,东南 满五年 近地铁,https://bj.58.com/ershoufang/3548992230253568x.shtml?auction=201&hpType=60&entry=102&position=54&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_54&from=from_esf_List_search&index=54
和锦华宸 次新房 精装修 洋房,320,万,32630元/㎡,3室2厅2卫,98.07,南北,低层(共8层),2023,和锦华宸,顺义 马坡 和安路,南北 唯一住房 次新房 采光较好,https://bj.58.com/ershoufang/4153917238107137x.shtml?auction=201&hpType=60&entry=102&position=55&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_55&from=from_esf_List_search&index=55
万达北人家园2室1厅,245,万,31286元/㎡,2室1厅1卫,78.31,南北,高层(共27层),2017,北人家园,通州 新华大街 新华东街,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4326337324051463x.shtml?auction=201&hpType=60&entry=102&position=56&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_56&from=from_esf_List_search&index=56
2008年精装电梯房三居 韩庄子小区 916号双地铁,459,万,40186元/㎡,3室1厅1卫,114.22,西南,低层(共24层),2008,韩庄子西里,丰台 看丹桥 丰台南路,西南 满五年 近地铁,https://bj.58.com/ershoufang/3048284429688846x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_57&from=from_esf_List_search&index=57
东城东二环，朝阳门外站，98年南北通透带客厅中楼层封闭管理,546,万,74580元/㎡,2室1厅1卫,73.21,南北,中层(共6层),1998,王家园胡同35号院,东城 东四十条 王家园胡同35号,经纪人力荐 房东急售 随时可看 南北通透,https://bj.58.com/ershoufang/3553214619870222x.shtml?auction=220&hpType=60&entry=102&position=58&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_58&from=from_esf_List_search&index=58
石景山区八大处 西山枫林小区 带电梯 东向两居 小区中间位置,320,万,40212元/㎡,2室1厅1卫,79.58,,低层(共10层),2005,西山枫林(一二区),石景山 八大处 香山南路,东 满五年 近地铁,https://bj.58.com/ershoufang/4323887958977549x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_59&from=from_esf_List_search&index=59
清盘！检漏，268萬，现房，副中心运河商务区安贞，低密度洋房,329,万,45069元/㎡,2室2厅1卫,73,东西,,2024,金地北京壹街区,通州 北关 通怀路与北堤路交叉口西北角,南北通透 客餐厅相连 户型方正 低容积,https://bj.58.com/ershoufang/3048196258439183x.shtml?auction=220&hpType=60&entry=102&position=60&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_60&from=from_esf_List_search&index=60
果园地铁，南北3居，电梯房3装修，上下单独入户,485,万,31675元/㎡,3室2厅2卫,153.12,南北,低层(共11层),2005,雅丽世居,通州 通州北苑 北苑南路38号,南北 满五年 近地铁,https://bj.58.com/ershoufang/3559098668409867x.shtml?auction=201&hpType=60&entry=102&position=61&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_61&from=from_esf_List_search&index=61
东城区 南二环 精装南北通透两居室 满屋   业主诚意出售,285,万,53341元/㎡,2室1厅1卫,53.43,南北,中层(共6层),1980,定安里,东城 永定门 定安路,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4164722770337807x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_62&from=from_esf_List_search&index=62
666 雍景四季 平层4居 中楼层 南北满五 视野好 通风,666,万,35604元/㎡,4室2厅2卫,187.06,南北,低层(共21层),2009,雍景四季,石景山 八大处 田村路202号,南北 满五年 近地铁,https://bj.58.com/ershoufang/4326574167694337x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_63&from=from_esf_List_search&index=63
西湖新村 三层刚需小三居  南北通透 业主着急出售,248,万,16757元/㎡,3室2厅2卫,148,南北,中层(共6层),2001,西湖新村,昌平 北七家 立汤路,南北 满五年 绿化率高 采光较好,https://bj.58.com/ershoufang/4118181399043087x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_64&from=from_esf_List_search&index=64
紫竹桥化工大学两居 电梯房价格能大谈 价格有惊喜 有钥匙,370,万,55892元/㎡,2室2厅1卫,66.2,东西,中层(共11层),1995,紫竹院98号院,海淀 车道沟 紫竹院98号,东西 热门小区 价格优惠 房东急售,https://bj.58.com/ershoufang/3097457849623553x.shtml?auction=220&hpType=60&entry=102&position=65&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_65&from=from_esf_List_search&index=65
望京一路之隔，酒仙桥电梯楼，户型方正大两居室,260,万,33317元/㎡,2室1厅1卫,78.04,东南,中层(共18层),1989,荧屏里,朝阳 大山子 酒仙桥北路,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3972633666137098x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_66&from=from_esf_List_search&index=66
清盘350澫，石景山，  人（大）附，精装交付，电梯洋房！,428,万,45053元/㎡,3室2厅2卫,95,南北,,2026,中交·伴山观岚,石景山 五里坨 黑石头路,低容积,https://bj.58.com/ershoufang/4214615628537858x.shtml?auction=201&hpType=60&entry=102&position=67&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_67&from=from_esf_List_search&index=67
北苑12年次新板楼南向两居精装修靠谱出售,325,万,41839元/㎡,2室1厅1卫,77.68,南,高层(共21层),2012,来北家园,朝阳 北苑 北院中街,南 有电梯 近地铁 采光较好,https://bj.58.com/ershoufang/4278569127336967x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_68&from=from_esf_List_search&index=68
七里庄五里店彩虹家园南区2室南向两居 视野好次新,220,万,33920元/㎡,2室1厅1卫,64.86,南,低层(共20层),2012,彩虹家园(南区),丰台 丰台体育馆 程庄路20号,南 满五年 采光较好 多人关注,https://bj.58.com/ershoufang/4262610774401027x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_69&from=from_esf_List_search&index=69
龙锦苑东三区，不临街，南北三居室,305,万,25982元/㎡,3室1厅1卫,117.39,西南,高层(共6层),2009,龙锦苑东三区,昌平 回龙观 龙锦三街,西南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4245503936670730x.shtml?auction=201&hpType=60&entry=102&position=70&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_70&from=from_esf_List_search&index=70
88平 满五 电梯房 领秀慧谷C区(一区) 南北通透 2室1,459,万,51900元/㎡,2室1厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=71&kwtype=filter&now_time=1763890702&typecode=220&spread=filtersearch_c&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_71&from=from_esf_List_search&index=71
北苑来北家园 2012年次新 低密小区 地铁517线,199,万,36784元/㎡,1室1厅1卫,54.1,南,中层(共20层),2021,来北家园,朝阳 北苑 北院中街,南 满二年 近地铁 次新房,https://bj.58.com/ershoufang/4248552375282701x.shtml?auction=201&hpType=60&entry=102&position=72&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_72&from=from_esf_List_search&index=72
霍营龙锦苑东五区3室1厅,335,万,26843元/㎡,3室1厅2卫,124.8,南北,高层(共6层),2007,龙锦苑东五区,昌平 霍营 龙锦三街,南北 满五年 近地铁,https://bj.58.com/ershoufang/3655190846545926x.shtml?auction=201&hpType=60&entry=102&position=73&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_73&from=from_esf_List_search&index=73
本月必卖！南北三居 中高层 安静不临街 观景园林 出行便利~,680,万,76140元/㎡,3室1厅1卫,89.31,南北,中层(共28层),2012,首城国际,朝阳 双井 广渠路36号,南北 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/3048309001871373x.shtml?auction=201&hpType=60&entry=102&position=74&kwtype=filter&now_time=1763890702&typecode=201&spread=filtersearch_p&epauction=&stats_key=b3bbca4b-d1db-43ff-8252-2d30914d64d9_74&from=from_esf_List_search&index=74
清盘370萬 国企开发 低密精装电梯洋房 配套齐全 人大副,428,万,45053元/㎡,3室2厅2卫,95,南北,,2026,中交·伴山观岚,石景山 五里坨 黑石头路,南北通透 厨卫全明 主卧套房 低容积,https://bj.58.com/ershoufang/3122936520450054x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_0&from=from_esf_List_search&index=0
东三环 双井地铁口05年小区 商品房满五  精装大两居不临街,428,万,41325元/㎡,2室1厅1卫,103.57,,中层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4300980829821964x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_1&from=from_esf_List_search&index=1
13年次新板楼！业主变现急售！满五  ，三环，10号线随时看,620,万,69742元/㎡,3室1厅1卫,88.9,南北,高层(共28层),2012,首城国际,朝阳 双井 广渠路36号,南北 近地铁 户型方正,https://bj.58.com/ershoufang/4301051949014026x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_2&from=from_esf_List_search&index=2
110拿下精装洋房项目周边自然环境优越，交通便利高保,155,万,31000元/㎡,1室1厅1卫,50,南北,,2022,金茂·北京国际社区,顺义 顺义城区 水色时光西路西侧50米,卧室全朝南 南北通透 厨卫全明,https://bj.58.com/ershoufang/3048260526334977x.shtml?auction=220&hpType=60&entry=102&position=3&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_3&from=from_esf_List_search&index=3
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_4&from=from_esf_List_search&index=4
满五年  |次顶层|采光好|无遮挡|户型方正|无浪费面积,435,万,42013元/㎡,2室1厅1卫,103.54,,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4058952416631823x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_5&from=from_esf_List_search&index=5
开发商清盘 190萬 精装现房别墅 西山脚下太合适了,195,万,10834元/㎡,4室2厅3卫,180,南北,,2021,万科七橡墅(新房),房山 房山周边 云峰寺路万科七橡墅营销中心,南北通透 三房朝南 厨卫全明 轨交房,https://bj.58.com/ershoufang/3048195640549381x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_6&from=from_esf_List_search&index=6
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=7&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_7&from=from_esf_List_search&index=7
望京南湖中园电梯三居，南向采光好，满五  ，空置随时看,450,万,51850元/㎡,3室1厅2卫,86.79,西南,高层(共20层),2002,南湖中园(二区),朝阳 望京 湖光北街,西南 近地铁 优势户型 房东急售,https://bj.58.com/ershoufang/4305172483612679x.shtml?auction=220&hpType=60&entry=102&position=8&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_8&from=from_esf_List_search&index=8
单价不到4.。面积113平，东三环双井地铁边,468,万,41398元/㎡,2室1厅1卫,113.05,东北,中层(共26层),2016,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4210145618763783x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_9&from=from_esf_List_search&index=9
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_10&from=from_esf_List_search&index=10
双井百环家园2室1厅,465,万,41622元/㎡,2室1厅1卫,111.72,东北,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4278026912328712x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_11&from=from_esf_List_search&index=11
首付低总价 首城国际A区 两居室 满五   商品房 看房方,579,万,65336元/㎡,2室1厅1卫,88.62,西南,低层(共14层),2010,首城国际,朝阳 双井 广渠路36号,西南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3048362051575810x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_12&from=from_esf_List_search&index=12
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=13&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_13&from=from_esf_List_search&index=13
白家庄东里，楼龄新，近地铁，1995年电梯,323,万,51442元/㎡,2室1厅1卫,62.79,东南,中层(共12层),1995,白家庄东里,朝阳 团结湖 姚家园路,东南 热门小区 价格优惠 随时可看,https://bj.58.com/ershoufang/3376465648213002x.shtml?auction=220&hpType=60&entry=102&position=14&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_14&from=from_esf_List_search&index=14
好房推荐东三环国贸双地铁口05年小区南向大三居商品房满五,570,万,45347元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3298969590602767x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_15&from=from_esf_List_search&index=15
单价5 买三环边全南两居 高层采光视野无遮挡 得房率82%,599,万,62396元/㎡,2室1厅1卫,96,南,低层(共26层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,南 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4227186041921551x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_16&from=from_esf_List_search&index=16
林肯公园南北通透两居室,515,万,56113元/㎡,2室2厅1卫,91.78,南北,中层(共28层),2014,林肯公园C区,大兴 亦庄 文化园西路8号,南北 房东发布 近地铁 户型方正,https://bj.58.com/ershoufang/4329421533371407x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_17&from=from_esf_List_search&index=17
清盘800澫，西四环，五棵松，精装交付，科技住宅！,968,万,82034元/㎡,3室2厅2卫,118,南北,,2026,北京建工·熙华台,海淀 永定路 西四环西侧约400米，莲池路南侧150米,客餐厅相连 主卧套房 厨卫全明 购物中心,https://bj.58.com/ershoufang/3256245370772484x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_18&from=from_esf_List_search&index=18
单价5万！业主急售！装修保养好 双卫 东三环双井,510,万,53125元/㎡,2室2厅2卫,96,北,低层(共31层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,北 近地铁 多人关注,https://bj.58.com/ershoufang/4211567382011907x.shtml?auction=201&hpType=60&entry=102&position=19&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_19&from=from_esf_List_search&index=19
