title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,district,business_area,location,tags,url,crawl_time
天通苑西三区新上两居室 满五   看房方便 业主诚售,210,万,24762元/㎡,2室1厅1卫,84.81,西,低层(共32层),2003,天通西苑三区,昌平,天通苑,昌平 天通苑 立汤路,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4029366847757323x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_36&from=from_esf_List_search&index=40,2025-11-28 12:20:35
万达富力金禧花园2室2厅，南北通透，高楼层，通风采光好,485,万,54667元/㎡,2室1厅1卫,88.72,南北,高层(共27层),2015,富力金禧花园,通州,新华大街,通州 新华大街 新华南路,南北通透 满五 价格优惠,https://bj.58.com/ershoufang/3795791062966274x.shtml?auction=220&hpType=60&entry=102&position=37&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_37&from=from_esf_List_search&index=41,2025-11-28 12:20:35
友谊医院1000 ，华龙小区，中间层三居，南北通透，满五,218,万,22554元/㎡,3室1厅1卫,96.66,南北,中层(共6层),1998,龙旺庄小区,通州,潞苑,通州 潞苑 芙蓉东路,南北 满五年 绿化率高 采光较好,https://bj.58.com/ershoufang/4019322146167812x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_38&from=from_esf_List_search&index=42,2025-11-28 12:20:35
天通西苑二区 新上东西双卫板楼大两居 出行方便 近地铁,308,万,22583元/㎡,2室2厅2卫,136.39,东西,低层(共13层),2003,天通西苑二区,昌平,天通苑,昌平 天通苑 立汤路,东西 房东发布 满五年 近地铁,https://bj.58.com/ershoufang/4166423343094795x.shtml?auction=201&hpType=60&entry=102&position=39&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_39&from=from_esf_List_search&index=43,2025-11-28 12:20:35
蒲黄榆刘家窑东里南北无遮挡  低楼层钥匙房,210,万,35770元/㎡,2室1厅1卫,58.71,南北,低层(共6层),1988,刘家窑东里,丰台,刘家窑,丰台 刘家窑 刘家窑路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122379125156869x.shtml?auction=201&hpType=60&entry=102&position=40&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_40&from=from_esf_List_search&index=44,2025-11-28 12:20:35
东坝坝鑫家园23年新楼边户全明3居室南北通透落地窗随时签,399,万,37462元/㎡,3室1厅1卫,106.51,南北,低层(共21层),2023,坝鑫家园,朝阳,东坝,朝阳 东坝 单店西路2号,南北 有电梯 近地铁 次新房,https://bj.58.com/ershoufang/4329079023561732x.shtml?auction=201&hpType=60&entry=102&position=41&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_41&from=from_esf_List_search&index=45,2025-11-28 12:20:35
万科物业直营 华府二期南向大两居  优户型,399,万,44676元/㎡,2室2厅1卫,89.31,南北,高层(共27层),2014,金域华府东(金域华府二期),昌平,龙域,昌平 龙域 龙域北街1号,南北 近地铁,https://bj.58.com/ershoufang/3388095097266178x.shtml?auction=201&hpType=60&entry=102&position=42&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_42&from=from_esf_List_search&index=46,2025-11-28 12:20:35
白家庄东里，楼龄新，近地铁，1995年电梯,323,万,51442元/㎡,2室1厅1卫,62.79,东南,中层(共12层),1995,白家庄东里,朝阳,团结湖,朝阳 团结湖 姚家园路,东南 热门小区 价格优惠 随时可看,https://bj.58.com/ershoufang/3376465648213002x.shtml?auction=220&hpType=60&entry=102&position=43&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_43&from=from_esf_List_search&index=47,2025-11-28 12:20:35
好房急售 十里周家庄中路19号院 小区新 精装 大两房,302,万,34013元/㎡,2室1厅1卫,88.79,南北,中层(共28层),2014,周家庄中路19号院,朝阳,十里河,朝阳 十里河 西大望南路,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4331859429679117x.shtml?auction=201&hpType=60&entry=102&position=44&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_44&from=from_esf_List_search&index=48,2025-11-28 12:20:35
武夷   运河商务区 新华联运河湾 6号线地铁 京杭运河,435,万,40230元/㎡,2室1厅2卫,108.13,南,低层(共26层),2010,运河湾(南区),通州,武夷花园,通州 武夷花园 潞通大街198号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3434658863782916x.shtml?auction=201&hpType=60&entry=102&position=45&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_45&from=from_esf_List_search&index=49,2025-11-28 12:20:35
北苑望春园 2010年交房入住 南北全明两居  交易仅,439,万,45170元/㎡,2室1厅1卫,97.19,南北,低层(共25层),2010,望春园,朝阳,北苑,朝阳 北苑 锦芳北街,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3806908243731469x.shtml?auction=201&hpType=60&entry=102&position=46&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_46&from=from_esf_List_search&index=50,2025-11-28 12:20:35
新上    单价2.5万十号线宋家庄大两居采光好满五诚心卖,180,万,26746元/㎡,2室1厅1卫,67.3,东北,高层(共6层),1996,石榴园北里小区,丰台,石榴庄,丰台 石榴庄 光彩路26号,东北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4238461465468930x.shtml?auction=201&hpType=60&entry=102&position=47&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_47&from=from_esf_List_search&index=51,2025-11-28 12:20:35
1室2厅1卫1厨1阳,638,万,79661元/㎡,1室2厅1卫,80.09,南北,中层(共25层),2019,富力城(D区),朝阳,双井,朝阳 双井 东三环中路35号,南北 近地铁,https://bj.58.com/ershoufang/3048213009080322x.shtml?auction=201&hpType=60&entry=102&position=48&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_48&from=from_esf_List_search&index=52,2025-11-28 12:20:35
全明格局 一层   固定车位免费 自带充电桩 南北通透 满五,550,万,74325元/㎡,3室1厅1卫,74,东南,低层(共6层),1992,交大东路31号院,海淀,交通大学,海淀 交通大学 交大东路31号,东南 热门小区 南北通透 优势户型,https://bj.58.com/ershoufang/4308210076459020x.shtml?auction=220&hpType=60&entry=102&position=49&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_49&from=from_esf_List_search&index=53,2025-11-28 12:20:35
长椿街，木樨地，金融街，西便门，低楼层适合一家人居住,299,万,60822元/㎡,2室1厅1卫,49.16,南北,低层(共6层),1989,西便门西里小区,西城,西便门,西城 西便门 西便门西里,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4298293158718474x.shtml?auction=201&hpType=60&entry=102&position=50&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_50&from=from_esf_List_search&index=54,2025-11-28 12:20:35
广安门远见国际公寓全南一居，楼下就是地铁,280,万,57389元/㎡,1室1厅1卫,48.79,南,低层(共26层),2010,远见国际公寓,西城,广安门外,西城 广安门外 广安门外大街182号,南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4312354592530446x.shtml?auction=201&hpType=60&entry=102&position=51&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_51&from=from_esf_List_search&index=55,2025-11-28 12:20:35
天地神通~雁舞园小区~电梯房~南北通透三居双卫~客厅通阳台,195,万,16134元/㎡,3室2厅2卫,120.87,南北,低层(共11层),2007,柏泉庄园雁舞园A区,怀柔,怀柔城区,怀柔 怀柔城区 雁栖大街,南北 满二年,https://bj.58.com/ershoufang/4153720407206913x.shtml?auction=201&hpType=60&entry=102&position=52&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_52&from=from_esf_List_search&index=56,2025-11-28 12:20:35
珠江绿洲家园 购物方便   清晰 交通便捷 刚需两居 环境好,349,万,32169元/㎡,2室2厅1卫,108.49,西北,低层(共31层),2005,珠江绿洲家园,朝阳,定福庄,朝阳 定福庄 建国路18号,西北 近地铁 绿化率高 采光较好,https://bj.58.com/ershoufang/3747197502270479x.shtml?auction=201&hpType=60&entry=102&position=53&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_53&from=from_esf_List_search&index=57,2025-11-28 12:20:35
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=54&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_54&from=from_esf_List_search&index=58,2025-11-28 12:20:35
万年花城三期 商品房满五  ，近地铁，配套设施齐全,395,万,42773元/㎡,2室1厅1卫,92.35,东西,低层(共14层),2006,万年花城玫瑰碗(万年花城三期),丰台,玉泉营,丰台 玉泉营 芳菲路88号,东西 热门小区 近地铁 配套成熟,https://bj.58.com/ershoufang/4136874143149057x.shtml?auction=220&hpType=60&entry=102&position=55&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_55&from=from_esf_List_search&index=59,2025-11-28 12:20:35
回龙观 云趣园一区  紧邻地铁8号线 南北复式 随时看房,325,万,23483元/㎡,4室2厅2卫,138.4,南北,高层(共6层),2000,云趣园(一区),昌平,回龙观,昌平 回龙观 龙禧二街,南北 满二年 近地铁 多人关注,https://bj.58.com/ershoufang/4291282134522888x.shtml?auction=201&hpType=60&entry=102&position=56&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_56&from=from_esf_List_search&index=60,2025-11-28 12:20:35
林肯公园高层南北两居,470,万,50338元/㎡,2室1厅1卫,93.37,南北,高层(共20层),2014,林肯公园C区,大兴,亦庄,大兴 亦庄 文化园西路8号,南北 近地铁 户型方正,https://bj.58.com/ershoufang/4179510574341125x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_57&from=from_esf_List_search&index=61,2025-11-28 12:20:35
新上！一期大院里，价可谈，正规两居室，诚心卖，无遮挡,645,万,77098元/㎡,2室2厅1卫,83.66,东,低层(共26层),2014,远见名苑(一期),西城,广安门外,西城 广安门外 红居街,东 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4272436618009601x.shtml?auction=201&hpType=60&entry=102&position=58&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_58&from=from_esf_List_search&index=62,2025-11-28 12:20:35
恋日嘉园！草桥729澫！次顶层大四居！南北通透！刷卡入户！,729,万,41341元/㎡,4室2厅2卫,176.34,南北,中层(共12层),2001,恋日嘉园(一期),丰台,草桥,丰台 草桥 镇国寺北街,南北 满五年 近地铁,https://bj.58.com/ershoufang/4321024601631745x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_59&from=from_esf_List_search&index=63,2025-11-28 12:20:35
汇景苑三区 南向两居采光好，看房方便有钥匙随时看房,309,万,35583元/㎡,2室1厅1卫,86.84,南,低层(共29层),2016,汇景苑三区,朝阳,东坝,朝阳 东坝 平房路,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4057668569979905x.shtml?auction=201&hpType=60&entry=102&position=60&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_60&from=from_esf_List_search&index=64,2025-11-28 12:20:35
万科物业推荐好房  万科星园西南一居出售观景奥森,399,万,61197元/㎡,1室2厅1卫,65.2,西南,低层(共28层),2004,万科星园,朝阳,奥林匹克公园,朝阳 奥林匹克公园 安立路,西南 热门小区 满五 房东急售,https://bj.58.com/ershoufang/4325150263009281x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_61&from=from_esf_List_search&index=65,2025-11-28 12:20:35
南北两居 前后不临街 花家地西里一区,248,万,40830元/㎡,2室1厅1卫,60.74,南北,高层(共6层),2000,花家地西里(一区),朝阳,花家地,朝阳 花家地 望京西路,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3262240497687565x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_62&from=from_esf_List_search&index=66,2025-11-28 12:20:35
崇文门新景家园东区1室1厅,425,万,70470元/㎡,1室1厅1卫,60.31,南,高层(共12层),2004,新景家园(东区),东城,崇文门,东城 崇文门 西花市大街32号,南 有电梯 近地铁 采光较好,https://bj.58.com/ershoufang/3967042176737294x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_63&from=from_esf_List_search&index=67,2025-11-28 12:20:35
劲松潘家园双地铁 武圣东里两居室南北通透  明厨明卫,199,万,30517元/㎡,2室1厅1卫,65.21,南北,高层(共6层),1985,武圣东里,朝阳,劲松,朝阳 劲松 松榆北路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4172017755267073x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_64&from=from_esf_List_search&index=68,2025-11-28 12:20:35
新桥大街61号院复式，适合一家人住，满五  商品房,230,万,17172元/㎡,4室1厅1卫,133.94,南北,高层(共7层),1995,新桥大街61号院,门头沟,大峪,门头沟 大峪 新桥大街61号,南北 满五年 多人关注,https://bj.58.com/ershoufang/3783040637559820x.shtml?auction=201&hpType=60&entry=102&position=65&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_65&from=from_esf_List_search&index=69,2025-11-28 12:20:35
天地神通~金第梦想山~次顶层，客厅通阳台3居室，诚意出售,196,万,15872元/㎡,3室2厅2卫,123.49,南北,高层(共14层),2014,梦想家园(西区),怀柔,怀柔城区,怀柔 怀柔城区 安平路29号,南北 满五年 多人关注,https://bj.58.com/ershoufang/4149493264264206x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_66&from=from_esf_List_search&index=70,2025-11-28 12:20:35
海淀嘉郡 2居室 精装 85平 电梯房 看房方便,335,万,39412元/㎡,2室1厅1卫,85,南,中层(共16层),2016,海淀嘉郡,海淀,上庄,海淀 上庄 上庄路,南 热门小区 配套成熟 优势户型,https://bj.58.com/ershoufang/4111092172086274x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1764303637&typecode=220&spread=filtersearch_c&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_67&from=from_esf_List_search&index=71,2025-11-28 12:20:35
珠江拉维小镇 南北通透两居 友谊医院 M101,257,万,27464元/㎡,2室1厅1卫,93.58,南北,低层(共9层),2013,珠江拉维小镇,通州,潞苑,通州 潞苑 潞苑东路40号,南北 满五年 采光较好,https://bj.58.com/ershoufang/4252884599532559x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_68&from=from_esf_List_search&index=72,2025-11-28 12:20:35
五环内 亦庄线旧宫站 2022年建成 人车分流 康璟家园,241,万,27524元/㎡,2室2厅1卫,87.56,南北,低层(共26层),2022,康璟家园,大兴,旧宫,大兴 旧宫 隆华路8号,南北 有电梯 近地铁 次新房,https://bj.58.com/ershoufang/4323814882581515x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_69&from=from_esf_List_search&index=73,2025-11-28 12:20:35
东四环 地铁口 双卫两居 中高层落地窗,478,万,43987元/㎡,2室1厅1卫,108.67,西南,中层(共23层),2005,金海国际,朝阳,百子湾,朝阳 百子湾 广渠路21号,西南 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4278451519528962x.shtml?auction=201&hpType=60&entry=102&position=70&kwtype=filter&now_time=1764303637&typecode=201&spread=filtersearch_p&epauction=&stats_key=fbe718bd-b668-44ec-95d7-636b372c26ea_70&from=from_esf_List_search&index=74,2025-11-28 12:20:35
清盘170澫 精装修现房四居室星空墅，随时看拎包住,195,万,10834元/㎡,4室2厅3卫,180,南北,,2021,万科七橡墅(新房),房山,房山周边,房山 房山周边 云峰寺路万科七橡墅营销中心,南北通透 三房朝南 厨卫全明 轨交房,https://bj.58.com/ershoufang/3048195640549381x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_0&from=from_esf_List_search&index=0,2025-11-28 12:20:42
东三环 双井地铁口05年小区 商品房满五  精装大两居不临街,428,万,41325元/㎡,2室1厅1卫,103.57,西,中层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4300980829821964x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_1&from=from_esf_List_search&index=1,2025-11-28 12:20:42
双井首城国际D区3室1厅,620,万,69066元/㎡,3室1厅1卫,89.77,南北,高层(共28层),2010,首城国际,朝阳,双井,朝阳 双井 广渠路36号,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4322320652004362x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_2&from=from_esf_List_search&index=2,2025-11-28 12:20:42
小洋房 户数少   产品,620,万,67923元/㎡,2室1厅1卫,91.28,东南,高层(共7层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 近地铁,https://bj.58.com/ershoufang/4330413846568967x.shtml?auction=201&hpType=60&entry=102&position=3&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_3&from=from_esf_List_search&index=3,2025-11-28 12:20:42
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_4&from=from_esf_List_search&index=5,2025-11-28 12:20:42
双井，南向两居室，好房推荐,450,万,43270元/㎡,2室2厅1卫,104,西南,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3937447963303951x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_5&from=from_esf_List_search&index=6,2025-11-28 12:20:42
四道桥地铁旁，一站石景山，四代住宅，满配精妆，长安街延线,480,万,50000元/㎡,3室2厅2卫,96,南北,,2027,长安华曦府,门头沟,永定,门头沟 永定 长安街 新首钢 S1号线上岸站北350米,卧室全朝南 南北通透 厨卫全明 轨交房,https://bj.58.com/ershoufang/3853430097158149x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_6&from=from_esf_List_search&index=7,2025-11-28 12:20:42
底价清晰 高层景观 270度圆弧窗 景观很好,635,万,66681元/㎡,2室2厅1卫,95.23,西南,高层(共26层),2009,天鹅湾(北区),朝阳,朝青板块,朝阳 朝青板块 甘露园中街,西南 配套成熟 价格优惠 房东急售,https://bj.58.com/ershoufang/3048221458045962x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_7&from=from_esf_List_search&index=8,2025-11-28 12:20:42
南北通透 次新社区 边户明厨卫 安静不临街 满五一套,699,万,77238元/㎡,3室1厅1卫,90.5,南北,低层(共28层),2009,首城国际,朝阳,双井,朝阳 双井 广渠路36号,南北 近地铁 采光较好,https://bj.58.com/ershoufang/4109564342099968x.shtml?auction=201&hpType=60&entry=102&position=8&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_8&from=from_esf_List_search&index=9,2025-11-28 12:20:42
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_9&from=from_esf_List_search&index=10,2025-11-28 12:20:42
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,西,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_10&from=from_esf_List_search&index=12,2025-11-28 12:20:42
双井百环家园2室1厅 满五年   诚意出售,419,万,43747元/㎡,2室1厅1卫,95.78,西南,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4249972836506630x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_11&from=from_esf_List_search&index=13,2025-11-28 12:20:42
百环家园西南两居室 业主诚意出售,439,万,48279元/㎡,2室1厅1卫,90.93,西南,高层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/3461254806609933x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_12&from=from_esf_List_search&index=14,2025-11-28 12:20:42
满五 精装修 88平 2室2厅 电梯房 诚心出售 价格可议,459,万,51900元/㎡,2室2厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=13&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_13&from=from_esf_List_search&index=15,2025-11-28 12:20:42
好房推荐东三环国贸双地铁口05年小区南向大三居商品房满五,570,万,45347元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3298969590602767x.shtml?auction=201&hpType=60&entry=102&position=14&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_14&from=from_esf_List_search&index=16,2025-11-28 12:20:42
单价5万！业主急售！装修保养好 双卫 东三环双井,510,万,53125元/㎡,2室2厅2卫,96,北,低层(共31层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,北 近地铁 多人关注,https://bj.58.com/ershoufang/4211567382011907x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_15&from=from_esf_List_search&index=17,2025-11-28 12:20:42
近商场，地铁，小区环境好绿化高楼栋间距广,570,万,60529元/㎡,2室1厅1卫,94.17,东北,低层(共26层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,东北 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/4273857425170444x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_16&from=from_esf_List_search&index=19,2025-11-28 12:20:42
（2号楼可看实房啦）一周带3组意向客户，真实情况直接来电,7515,万,167000元/㎡,4室3厅5卫,450,南北,,,缦合·北京,朝阳,燕莎,朝阳 燕莎 霄云路8号,主卧套房 厨卫全明 南北通透 轨交房,https://bj.58.com/ershoufang/3048195486851079x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_17&from=from_esf_List_search&index=20,2025-11-28 12:20:42
